AMC,Scheme Name,Scheme,Scheme Type,Date,Date
,,,,min,max
Tata Mutual Fund,Tata FMP Series 46 Scheme M - Plan A -Growth Option,Close Ended Schemes,Income,2014-02-21,2018-04-10
Tata Mutual Fund,Tata FMP Series 46 Scheme N - Direct Plan - Dividend Option ( Payout),Close Ended Schemes,Income,2014-03-10,2015-04-06
Tata Mutual Fund,Tata FMP Series 46 Scheme N - Direct Plan -Growth Option,Close Ended Schemes,Income,2014-03-10,2018-04-09
Tata Mutual Fund,Tata FMP Series 46 Scheme N - Plan A -Dividend Option ( Payout),Close Ended Schemes,Income,2014-03-10,2018-04-09
Tata Mutual Fund,Tata FMP Series 46 Scheme N - Plan A -Growth Option,Close Ended Schemes,Income,2014-03-10,2018-04-09
Tata Mutual Fund,Tata FMP Series 46 Scheme O - Direct Plan - Dividend Option ( Payout),Close Ended Schemes,Income,2014-02-28,2015-03-04
Tata Mutual Fund,Tata FMP Series 46 Scheme O - Direct Plan -Growth Option,Close Ended Schemes,Income,2014-02-28,2017-02-27
Tata Mutual Fund,Tata FMP Series 46 Scheme O - Plan A -Dividend Option ( Payout),Close Ended Schemes,Income,2014-02-28,2017-02-27
Tata Mutual Fund,Tata FMP Series 46 Scheme O - Plan A -Growth Option,Close Ended Schemes,Income,2014-02-28,2017-02-27
Tata Mutual Fund,Tata FMP Series 46 Scheme P - Direct Plan - Dividend Option ( Payout),Close Ended Schemes,Income,2014-03-06,2015-03-09
Tata Mutual Fund,Tata FMP Series 46 Scheme P - Direct Plan -Growth Option,Close Ended Schemes,Income,2014-03-06,2017-03-06
Tata Mutual Fund,Tata FMP Series 46 Scheme P - Plan A -Dividend Option ( Payout),Close Ended Schemes,Income,2014-03-06,2017-03-06
Tata Mutual Fund,Tata FMP Series 46 Scheme P - Plan A -Growth Option,Close Ended Schemes,Income,2014-03-06,2017-03-06
Tata Mutual Fund,Tata FMP Series 46 Scheme Q - Direct Plan - Dividend Option ( Payout),Close Ended Schemes,Income,2014-03-13,2018-04-09
Tata Mutual Fund,Tata FMP Series 46 Scheme Q - Direct Plan -Growth Option,Close Ended Schemes,Income,2014-03-13,2018-04-09
Tata Mutual Fund,Tata FMP Series 46 Scheme Q - Plan A -Dividend Option ( Payout),Close Ended Schemes,Income,2014-03-13,2018-04-09
Tata Mutual Fund,Tata FMP Series 46 Scheme Q - Plan A -Growth Option,Close Ended Schemes,Income,2014-03-13,2018-04-09
Tata Mutual Fund,Tata FMP Series 46 Scheme R - Direct Plan - Dividend Option ( Payout),Close Ended Schemes,Income,2014-03-21,2018-04-09
Tata Mutual Fund,Tata FMP Series 46 Scheme R - Direct Plan -Growth Option,Close Ended Schemes,Income,2014-03-21,2018-04-09
Tata Mutual Fund,Tata FMP Series 46 Scheme R - Plan A -Dividend Option ( Payout),Close Ended Schemes,Income,2014-03-21,2018-04-09
Tata Mutual Fund,Tata FMP Series 46 Scheme R - Plan A -Growth Option,Close Ended Schemes,Income,2014-03-21,2018-04-09
Tata Mutual Fund,Tata FMP Series 46 Scheme S - Direct Plan - Dividend Option ( Payout),Close Ended Schemes,Income,2014-03-18,2017-04-10
Tata Mutual Fund,Tata FMP Series 46 Scheme S - Direct Plan -Growth Option,Close Ended Schemes,Income,2014-03-18,2017-04-10
Tata Mutual Fund,Tata FMP Series 46 Scheme S - Plan A -Dividend Option ( Payout),Close Ended Schemes,Income,2014-03-18,2015-03-16
Tata Mutual Fund,Tata FMP Series 46 Scheme S - Plan A -Growth Option,Close Ended Schemes,Income,2014-03-18,2017-04-10
Tata Mutual Fund,Tata FMP Series 46 Scheme T - Direct Plan - Dividend Option ( Payout),Close Ended Schemes,Income,2014-02-25,2015-04-06
Tata Mutual Fund,Tata FMP Series 46 Scheme T - Direct Plan -Growth Option,Close Ended Schemes,Income,2014-02-25,2018-04-09
Tata Mutual Fund,Tata FMP Series 46 Scheme T - Plan A -Growth Option,Close Ended Schemes,Income,2014-02-25,2018-04-09
Tata Mutual Fund,Tata FMP Series 47 Scheme F - Direct Plan - Dividend Option ( Payout),Close Ended Schemes,Income,2014-04-21,2015-04-20
Tata Mutual Fund,Tata FMP Series 47 Scheme F - Direct Plan -Growth Option,Close Ended Schemes,Income,2014-04-21,2018-04-23
Tata Mutual Fund,Tata FMP Series 47 Scheme F - Plan A -Dividend Option ( Payout),Close Ended Schemes,Income,2014-04-21,2018-04-23
Tata Mutual Fund,Tata FMP Series 47 Scheme F - Plan A -Growth Option,Close Ended Schemes,Income,2014-04-21,2018-04-23
Tata Mutual Fund,Tata FMP Series 47 Scheme H - Direct Plan - Dividend Option ( Payout),Close Ended Schemes,Income,2014-05-02,2015-05-05
Tata Mutual Fund,Tata FMP Series 47 Scheme H - Direct Plan -Growth Option,Close Ended Schemes,Income,2014-05-02,2018-05-08
Tata Mutual Fund,Tata FMP Series 47 Scheme H - Plan A -Dividend Option ( Payout),Close Ended Schemes,Income,2014-05-02,2018-05-08
Tata Mutual Fund,Tata FMP Series 47 Scheme H - Plan A -Growth Option,Close Ended Schemes,Income,2014-05-02,2018-05-08
Tata Mutual Fund,Tata FMP Series 47 Scheme I-Direct Plan-Growth,Close Ended Schemes,Income,2014-05-08,2017-05-09
Tata Mutual Fund,Tata FMP Series 47 Scheme I-Plan A -Dividend Option(Payout),Close Ended Schemes,Income,2014-05-08,2017-05-09
Tata Mutual Fund,Tata FMP Series 47 Scheme I-Plan A -Growth,Close Ended Schemes,Income,2014-05-08,2017-05-09
Tata Mutual Fund,Tata FMP Series 47 Scheme J - Direct Plan - Dividend Option ( Payout),Close Ended Schemes,Income,2014-04-07,2018-04-09
Tata Mutual Fund,Tata FMP Series 47 Scheme J - Direct Plan -Growth Option,Close Ended Schemes,Income,2014-04-07,2018-04-09
Tata Mutual Fund,Tata FMP Series 47 Scheme J - Plan A -Dividend Option ( Payout),Close Ended Schemes,Income,2014-04-07,2018-04-09
Tata Mutual Fund,Tata FMP Series 47 Scheme J - Plan A -Growth Option,Close Ended Schemes,Income,2014-04-07,2018-04-09
Tata Mutual Fund,Tata FMP Series 47 Scheme M- Plan A -Dividend Option(Payout),Close Ended Schemes,Income,2014-05-22,2017-05-23
Tata Mutual Fund,Tata FMP Series 47 Scheme M-Direct Plan-Dividend(Payout),Close Ended Schemes,Income,2014-05-22,2015-05-25
Tata Mutual Fund,Tata FMP Series 47 Scheme M-Direct Plan-Growth,Close Ended Schemes,Income,2014-05-22,2017-05-23
Tata Mutual Fund,Tata FMP Series 47 Scheme M-Plan A-Growth,Close Ended Schemes,Income,2014-05-22,2017-05-23
Tata Mutual Fund,Tata FMP Series 47 Scheme N-Direct Plan-Dividend Option,Close Ended Schemes,Income,2014-06-05,2015-06-08
Tata Mutual Fund,Tata FMP Series 47 Scheme N-Direct Plan-Growth Option,Close Ended Schemes,Income,2014-06-05,2017-06-06
Tata Mutual Fund,Tata FMP Series 47 Scheme N-Plan A -Dividend Option,Close Ended Schemes,Income,2014-06-05,2017-06-06
Tata Mutual Fund,Tata FMP Series 47 Scheme N-Plan A -Growth Option,Close Ended Schemes,Income,2014-06-05,2017-06-06
Tata Mutual Fund,Tata FMP Series 47Scheme I-Direct Plan-Dividend Plan-Dividend Option(Payout),Close Ended Schemes,Income,2014-05-08,2017-05-09
Tata Mutual Fund,Tata Fixed Horizon Fund Series 13 Scheme E - Institutional Plan - Growth,Close Ended Schemes,Income,2009-01-01,2011-06-09
Tata Mutual Fund,Tata Fixed Horizon Fund Series 13 Scheme E - Institutional Plan - Periodic Dividend,Close Ended Schemes,Income,2009-01-01,2011-06-09
Tata Mutual Fund,Tata Fixed Horizon Fund Series 13 Scheme E - Regular Plan - Growth,Close Ended Schemes,Income,2009-01-01,2011-06-09
Tata Mutual Fund,Tata Fixed Horizon Fund Series 13 Scheme E - Regular Plan - Periodic Dividend,Close Ended Schemes,Income,2009-01-01,2011-06-09
Tata Mutual Fund,Tata Fixed Horizon Fund Series 18 Scheme B - Institutional Plan - Growth,Close Ended Schemes,Income,2009-01-01,2011-06-09
Tata Mutual Fund,Tata Fixed Horizon Fund Series 18 Scheme B - Institutional Plan - Periodic Dividend,Close Ended Schemes,Income,2009-01-01,2011-06-09
Tata Mutual Fund,Tata Fixed Horizon Fund Series 18 Scheme B - Regular Plan - Growth,Close Ended Schemes,Income,2009-01-01,2011-06-09
Tata Mutual Fund,Tata Fixed Horizon Fund Series 18 Scheme B - Regular Plan - Periodic Dividend,Close Ended Schemes,Income,2009-01-01,2011-06-09
Tata Mutual Fund,Tata Fixed Horizon Fund Series 18 Scheme C - Institutional Plan - Growth,Close Ended Schemes,Income,2009-01-01,2011-06-09
Tata Mutual Fund,Tata Fixed Horizon Fund Series 18 Scheme C - Institutional Plan - Periodic Dividend,Close Ended Schemes,Income,2009-01-01,2011-06-09
Tata Mutual Fund,Tata Fixed Horizon Fund Series 18 Scheme C - Regular Plan - Growth,Close Ended Schemes,Income,2009-01-01,2011-06-09
Tata Mutual Fund,Tata Fixed Horizon Fund Series 18 Scheme C - Regular Plan - Periodic Dividend,Close Ended Schemes,Income,2009-01-01,2011-06-09
Tata Mutual Fund,Tata Fixed Horizon Fund Series 18 Scheme D - Institutional Plan - Growth,Close Ended Schemes,Income,2009-01-01,2011-06-09
Tata Mutual Fund,Tata Fixed Horizon Fund Series 18 Scheme D - Institutional Plan - Periodic Dividend,Close Ended Schemes,Income,2009-01-01,2011-06-09
Tata Mutual Fund,Tata Fixed Horizon Fund Series 18 Scheme D - Regular Plan - Growth,Close Ended Schemes,Income,2009-01-01,2011-06-09
Tata Mutual Fund,Tata Fixed Horizon Fund Series 18 Scheme D - Regular Plan - Periodic Dividend,Close Ended Schemes,Income,2009-01-01,2011-06-09
Tata Mutual Fund,Tata Fixed Horizon Fund Series 20 Scheme A - Institutional Plan - Growth,Close Ended Schemes,Income,2009-01-01,2011-06-09
Tata Mutual Fund,Tata Fixed Horizon Fund Series 20 Scheme A - Institutional Plan - Periodic Dividend,Close Ended Schemes,Income,2009-03-17,2011-06-09
Tata Mutual Fund,Tata Fixed Horizon Fund Series 20 Scheme A - Regular Plan - Growth,Close Ended Schemes,Income,2009-01-01,2011-06-09
Tata Mutual Fund,Tata Fixed Horizon Fund Series 20 Scheme A - Regular Plan - Periodic Dividend,Close Ended Schemes,Income,2009-01-01,2011-06-09
Tata Mutual Fund,Tata Fixed Horizon Fund Series 20 Scheme B - Institutional Plan - Growth,Close Ended Schemes,Income,2009-01-01,2011-06-09
Tata Mutual Fund,Tata Fixed Horizon Fund Series 20 Scheme B - Institutional Plan - Periodic Dividend,Close Ended Schemes,Income,2009-03-17,2011-06-09
Tata Mutual Fund,Tata Fixed Horizon Fund Series 20 Scheme B - Regular Plan - Growth,Close Ended Schemes,Income,2009-01-01,2011-06-09
Tata Mutual Fund,Tata Fixed Horizon Fund Series 20 Scheme B - Regular Plan - Periodic Dividend,Close Ended Schemes,Income,2009-01-01,2011-06-09
Tata Mutual Fund,Tata Fixed Horizon Fund Series 5 Scheme G - Div,Close Ended Schemes,Income,2009-01-01,2011-06-09
Tata Mutual Fund,Tata Fixed Horizon Fund Series 5 Scheme G - Growth,Close Ended Schemes,Income,2009-01-01,2011-06-09
Tata Mutual Fund,Tata Fixed Income Portfolio Fund - Scheme A1 - Direct Plan - Growth,Open Ended Schemes,Income,2013-01-14,2015-01-02
Tata Mutual Fund,Tata Fixed Income Portfolio Fund - Scheme A1 - Direct Plan - Monthly Dividend,Open Ended Schemes,Income,2013-01-14,2014-09-18
Tata Mutual Fund,Tata Fixed Income Portfolio Fund - Scheme A1 - Institutional Plan - Growth,Open Ended Schemes,Income,2009-03-17,2013-10-25
Tata Mutual Fund,Tata Fixed Income Portfolio Fund - Scheme A1 - Institutional Plan - Monthly Dividend,Open Ended Schemes,Income,2009-03-17,2013-10-25
Tata Mutual Fund,Tata Fixed Income Portfolio Fund - Scheme A2 - Direct Plan - Growth,Open Ended Schemes,Income,2013-01-14,2015-01-02
Tata Mutual Fund,Tata Fixed Income Portfolio Fund - Scheme A2 - Direct Plan - Monthly Dividend,Open Ended Schemes,Income,2013-01-14,2013-10-25
Tata Mutual Fund,Tata Fixed Income Portfolio Fund - Scheme A2 - Regular Plan - Growth,Open Ended Schemes,Income,2009-01-01,2015-01-02
Tata Mutual Fund,Tata Fixed Income Portfolio Fund - Scheme A2 - Regular Plan - Monthly Dividend,Open Ended Schemes,Income,2009-01-01,2015-01-02
Tata Mutual Fund,Tata Fixed Income Portfolio Fund - Scheme A3 - Direct Plan - Growth,Open Ended Schemes,Income,2013-01-14,2015-11-17
Tata Mutual Fund,Tata Fixed Income Portfolio Fund - Scheme A3 - Direct Plan - Monthly Dividend,Open Ended Schemes,Income,2013-01-14,2015-04-21
Tata Mutual Fund,Tata Fixed Income Portfolio Fund - Scheme A3 - Regular Plan - Growth,Open Ended Schemes,Income,2009-01-01,2015-11-17
Tata Mutual Fund,Tata Fixed Income Portfolio Fund - Scheme A3 - Regular Plan - Monthly Dividend,Open Ended Schemes,Income,2009-01-01,2015-11-17
Tata Mutual Fund,Tata Fixed Income Portfolio Fund - Scheme B2 - Direct Plan - Growth,Open Ended Schemes,Income,2013-01-14,2015-11-17
Tata Mutual Fund,Tata Fixed Income Portfolio Fund - Scheme B2 - Direct Plan - Monthly Dividend,Open Ended Schemes,Income,2013-01-14,2013-10-25
Tata Mutual Fund,Tata Fixed Income Portfolio Fund - Scheme B2 - Direct Plan - Quarterly Dividend,Open Ended Schemes,Income,2013-01-14,2014-05-29
Tata Mutual Fund,Tata Fixed Income Portfolio Fund - Scheme B2 - Regular Plan - Growth,Open Ended Schemes,Income,2009-01-01,2015-11-17
Tata Mutual Fund,Tata Fixed Income Portfolio Fund - Scheme B2 - Regular Plan - Monthly Dividend,Open Ended Schemes,Income,2009-01-01,2015-06-02
Tata Mutual Fund,Tata Fixed Income Portfolio Fund - Scheme B2 - Regular Plan - Quarterly Dividend,Open Ended Schemes,Income,2009-01-01,2015-11-17
Tata Mutual Fund,Tata Fixed Income Portfolio Fund - Scheme B3 - Direct Plan - -Quarterly Dividend,Open Ended Schemes,Income,2013-01-14,2013-10-25
Tata Mutual Fund,Tata Fixed Income Portfolio Fund - Scheme B3 - Direct Plan - Growth,Open Ended Schemes,Income,2013-01-14,2015-11-17
Tata Mutual Fund,Tata Fixed Income Portfolio Fund - Scheme B3 - Direct Plan - Monthly Dividend,Open Ended Schemes,Income,2013-01-14,2013-10-25
Tata Mutual Fund,Tata Fixed Income Portfolio Fund - Scheme B3 - Regular Plan - Growth,Open Ended Schemes,Income,2009-01-01,2015-11-17
Tata Mutual Fund,Tata Fixed Income Portfolio Fund - Scheme B3 - Regular Plan - Monthly Dividend,Open Ended Schemes,Income,2009-01-01,2015-11-17
Tata Mutual Fund,Tata Fixed Income Portfolio Fund - Scheme B3 - Regular Plan - Quarterly Dividend,Open Ended Schemes,Income,2009-01-01,2015-11-17
Tata Mutual Fund,Tata Fixed Income Portfolio Fund - Scheme C2 - Direct Plan - Growth,Open Ended Schemes,Income,2013-01-14,2015-11-17
Tata Mutual Fund,Tata Fixed Income Portfolio Fund - Scheme C2 - Direct Plan - Half Yearly Dividend,Open Ended Schemes,Income,2013-01-14,2014-12-24
Tata Mutual Fund,Tata Fixed Income Portfolio Fund - Scheme C2 - Direct Plan - Monthly Dividend,Open Ended Schemes,Income,2013-01-14,2015-08-13
Tata Mutual Fund,Tata Fixed Income Portfolio Fund - Scheme C2 - Regular Plan - Growth,Open Ended Schemes,Income,2009-01-01,2015-11-17
Tata Mutual Fund,Tata Fixed Income Portfolio Fund - Scheme C2 - Regular Plan - Half Yearly Dividend,Open Ended Schemes,Income,2009-01-01,2015-11-17
Tata Mutual Fund,Tata Fixed Income Portfolio Fund - Scheme C2 - Regular Plan - Monthly Dividend,Open Ended Schemes,Income,2009-01-01,2015-11-17
Tata Mutual Fund,Tata Fixed Income Portfolio Fund - Scheme C3 - Direct Plan - Growth,Open Ended Schemes,Income,2013-01-14,2015-11-17
Tata Mutual Fund,Tata Fixed Income Portfolio Fund - Scheme C3 - Direct Plan - Half Yearly Dividend,Open Ended Schemes,Income,2013-01-14,2013-10-25
Tata Mutual Fund,Tata Fixed Income Portfolio Fund - Scheme C3 - Direct Plan - Monthly Dividend,Open Ended Schemes,Income,2013-01-14,2013-10-25
Tata Mutual Fund,Tata Fixed Income Portfolio Fund - Scheme C3 - Regular Plan - Growth,Open Ended Schemes,Income,2009-01-01,2015-11-17
Tata Mutual Fund,Tata Fixed Income Portfolio Fund - Scheme C3 - Regular Plan - Half Yearly Dividend,Open Ended Schemes,Income,2009-01-01,2015-11-17
Tata Mutual Fund,Tata Fixed Income Portfolio Fund - Scheme C3 - Regular Plan - Monthly Dividend,Open Ended Schemes,Income,2009-01-01,2015-11-17
Tata Mutual Fund,Tata Fixed Income Portfolio Fund Scheme A1 Plan A - Growth,Open Ended Schemes,Income,2009-01-01,2015-01-02
Tata Mutual Fund,Tata Fixed Income Portfolio Fund Scheme A1 Plan A - Monthly Dividend,Open Ended Schemes,Income,2009-01-01,2015-01-02
Tata Mutual Fund,Tata Fixed Income Portfolio Fund Scheme A2 Plan A -  Monthly Dividend,Open Ended Schemes,Income,2009-01-01,2015-01-02
Tata Mutual Fund,Tata Fixed Income Portfolio Fund Scheme A2 Plan A - Growth,Open Ended Schemes,Income,2009-03-17,2013-12-02
Tata Mutual Fund,Tata Fixed Income Portfolio Fund Scheme A3 Regular Plan  - Growth,Open Ended Schemes,Income,2009-03-17,2015-11-17
Tata Mutual Fund,Tata Fixed Income Portfolio Fund Scheme A3 Regular Plan - Monthly Dividend,Open Ended Schemes,Income,2009-01-01,2015-11-17
Tata Mutual Fund,Tata Fixed Income Portfolio Fund Scheme B2 Plan A - Monthly Dividend,Open Ended Schemes,Income,2009-01-01,2014-11-27
Tata Mutual Fund,Tata Fixed Income Portfolio Fund Scheme B2 Plan A - Quarterly Dividend,Open Ended Schemes,Income,2009-01-01,2015-11-17
Tata Mutual Fund,Tata Fixed Income Portfolio Fund Scheme B2 Regular Plan - Growth,Open Ended Schemes,Income,2009-01-01,2015-11-17
Tata Mutual Fund,Tata Fixed Income Portfolio Fund Scheme B3 Regular Plan - Growth,Open Ended Schemes,Income,2009-03-17,2015-11-17
Tata Mutual Fund,Tata Fixed Income Portfolio Fund Scheme B3 Regular Plan - Monthly Dividend,Open Ended Schemes,Income,2009-03-17,2015-11-17
Tata Mutual Fund,Tata Fixed Income Portfolio Fund Scheme B3 Regular Plan - Quarterly Dividend,Open Ended Schemes,Income,2009-03-17,2015-11-17
Tata Mutual Fund,Tata Fixed Income Portfolio Fund Scheme C2 Regular Plan - Growth,Open Ended Schemes,Income,2009-03-17,2015-11-17
Tata Mutual Fund,Tata Fixed Income Portfolio Fund Scheme C2 Regular Plan - Half Yearly Dividend,Open Ended Schemes,Income,2009-03-17,2015-11-17
Tata Mutual Fund,Tata Fixed Income Portfolio Fund Scheme C2 Regular Plan - Monthly Dividend,Open Ended Schemes,Income,2009-03-17,2015-11-17
Tata Mutual Fund,Tata Fixed Income Portfolio Fund Scheme C3 Regular Plan  - Half Yearly  Dividend,Open Ended Schemes,Income,2009-03-17,2015-11-17
Tata Mutual Fund,Tata Fixed Income Portfolio Fund Scheme C3 Regular Plan  - Monthly Dividend,Open Ended Schemes,Income,2009-03-17,2015-11-17
Tata Mutual Fund,Tata Fixed Income Portfolio Fund Scheme C3 Regular Plan - Growth,Open Ended Schemes,Income,2009-03-17,2015-04-16
Tata Mutual Fund,Tata Fixed Investment Plan - 1 Scheme A - Institutional Plan - Growth,Close Ended Schemes,Income,2009-01-01,2011-06-09
Tata Mutual Fund,Tata Fixed Investment Plan - 1 Scheme A - Institutional Plan - Monthly Dividend,Close Ended Schemes,Income,2009-03-17,2011-06-09
Tata Mutual Fund,Tata Fixed Investment Plan - 1 Scheme A - Institutional Plan - Periodic Dividend,Close Ended Schemes,Income,2009-01-01,2011-06-09
Tata Mutual Fund,Tata Fixed Investment Plan - 1 Scheme A - Regular Plan - Growth,Close Ended Schemes,Income,2009-01-01,2011-06-09
Tata Mutual Fund,Tata Fixed Investment Plan - 1 Scheme A - Regular Plan - Monthly Dividend,Close Ended Schemes,Income,2009-01-01,2011-06-09
Tata Mutual Fund,Tata Fixed Investment Plan - 1 Scheme A - Regular Plan - Periodic Dividend,Close Ended Schemes,Income,2009-01-01,2011-06-09
Tata Mutual Fund,Tata Fixed Investment Plan - 2 Scheme A Institutional Plan Growth,Close Ended Schemes,Income,2009-01-01,2011-06-09
Tata Mutual Fund,Tata Fixed Investment Plan - 2 Scheme A Institutional Plan Periodic Dividend,Close Ended Schemes,Income,2009-01-01,2011-06-09
Tata Mutual Fund,Tata Fixed Investment Plan - 2 Scheme A Regular Plan Growth,Close Ended Schemes,Income,2009-01-01,2011-06-09
Tata Mutual Fund,Tata Fixed Investment Plan - 2 Scheme A Regular Plan Periodic Dividend,Close Ended Schemes,Income,2009-01-01,2011-06-09
Tata Mutual Fund,Tata Fixed Investment Plan - 2 Scheme B Institutional Plan Growth,Close Ended Schemes,Income,2009-01-01,2011-06-09
Tata Mutual Fund,Tata Fixed Investment Plan - 2 Scheme B Institutional Plan Periodic Dividend,Close Ended Schemes,Income,2009-01-01,2011-06-09
Tata Mutual Fund,Tata Fixed Investment Plan - 2 Scheme B Regular Plan Growth,Close Ended Schemes,Income,2009-01-01,2011-06-09
Tata Mutual Fund,Tata Fixed Investment Plan - 2 Scheme B Regular Plan Periodic Dividend,Close Ended Schemes,Income,2009-01-01,2011-06-09
Tata Mutual Fund,Tata Fixed Investment Plan - 3 Scheme A - Institutional Plan - Growth,Close Ended Schemes,Income,2009-01-01,2009-01-28
Tata Mutual Fund,Tata Fixed Investment Plan - 3 Scheme A - Institutional Plan - Monthly Dividend,Close Ended Schemes,Income,2009-01-01,2009-01-28
Tata Mutual Fund,Tata Fixed Investment Plan - 3 Scheme A - Institutional Plan - Periodic Dividend,Close Ended Schemes,Income,2009-01-01,2009-01-28
Tata Mutual Fund,Tata Fixed Investment Plan - 3 Scheme A - Regular Plan - Growth,Close Ended Schemes,Income,2009-01-01,2009-01-28
Tata Mutual Fund,Tata Fixed Investment Plan - 3 Scheme A - Regular Plan - Monthly Dividend,Close Ended Schemes,Income,2009-01-01,2009-01-28
Tata Mutual Fund,Tata Fixed Investment Plan - 3 Scheme A - Regular Plan - Periodic Dividend,Close Ended Schemes,Income,2009-01-01,2009-01-28
Tata Mutual Fund,Tata Fixed Investment Plan - 3 Scheme B - Institutional Plan - Growth,Close Ended Schemes,Income,2009-01-01,2009-02-16
Tata Mutual Fund,Tata Fixed Investment Plan - 3 Scheme B - Institutional Plan - Periodic Dividend,Close Ended Schemes,Income,2009-01-01,2009-02-16
Tata Mutual Fund,Tata Fixed Investment Plan - 3 Scheme B - Regular Plan - Periodic Dividend,Close Ended Schemes,Income,2009-01-01,2009-02-16
Tata Mutual Fund,Tata Fixed Investment Plan - 4 - Scheme A - High Investment Plan - Growth,Close Ended Schemes,Income,2009-01-01,2011-06-09
Tata Mutual Fund,Tata Fixed Investment Plan - 4 - Scheme A - Regular Investment Plan - Growth,Close Ended Schemes,Income,2009-01-01,2011-06-09
Tata Mutual Fund,Tata Fixed Investment Plan - 4 - Scheme A - Regular Investment Plan - Periodic Dividend,Close Ended Schemes,Income,2009-01-01,2011-06-09
Tata Mutual Fund,Tata Fixed Investment Plan - 4 - Scheme A - Super High Investment Plan - Growth,Close Ended Schemes,Income,2009-03-17,2011-06-09
Tata Mutual Fund,Tata Fixed Investment Plan - 4 - Scheme A - Super High Investment Plan - Periodic Dividend,Close Ended Schemes,Income,2009-03-17,2011-06-09
Tata Mutual Fund,Tata Fixed Investment Plan - 4 - Scheme A- High Investment Plan - Periodic Dividend,Close Ended Schemes,Income,2009-03-17,2011-06-09
Tata Mutual Fund,Tata Fixed Investment Plan - 4 - Scheme B - High Investment Plan - Growth,Close Ended Schemes,Income,2009-01-01,2011-06-09
Tata Mutual Fund,Tata Fixed Investment Plan - 4 - Scheme B - High Investment Plan - Periodic Dividend,Close Ended Schemes,Income,2009-01-01,2011-06-09
Tata Mutual Fund,Tata Fixed Investment Plan - 4 - Scheme B - Regular Investment Plan - Growth,Close Ended Schemes,Income,2009-01-01,2011-06-09
Tata Mutual Fund,Tata Fixed Investment Plan - 4 - Scheme B - Regular Investment Plan - Periodic Dividend,Close Ended Schemes,Income,2009-01-01,2011-06-09
Tata Mutual Fund,Tata Fixed Investment Plan - 4 - Scheme B - Super High Investment Plan - Growth,Close Ended Schemes,Income,2009-01-01,2011-06-09
Tata Mutual Fund,Tata Fixed Investment Plan - 4 - Scheme B - Super High Investment Plan - Periodic Dividend,Close Ended Schemes,Income,2009-01-01,2011-06-09
Tata Mutual Fund,Tata Fixed Matuirty Plan Series 56 Scheme A-Regular Plan-Growth,Close Ended Schemes,Income,2018-09-24,2021-09-28
Tata Mutual Fund,Tata Fixed Matuirty Plan Series 56 Scheme D-Direct Plan-Growth,Close Ended Schemes,Income,2018-10-24,2021-11-29
Tata Mutual Fund,Tata Fixed Maturity Fund Series 29 Scheme A Growth,Close Ended Schemes,Income,2010-11-03,2011-11-08
Tata Mutual Fund,Tata Fixed Maturity Fund Series 29 Scheme A Periodic Dividend,Close Ended Schemes,Income,2010-11-03,2011-11-08
Tata Mutual Fund,Tata Fixed Maturity Plan  Series 29 Scheme C Growth,Close Ended Schemes,Income,2011-01-05,2012-01-05
Tata Mutual Fund,Tata Fixed Maturity Plan  Series 29 Scheme C Periodic Dividend,Close Ended Schemes,Income,2011-01-05,2012-01-05
Tata Mutual Fund,Tata Fixed Maturity Plan Series 25 - Scheme A - High Investment Plan - Dividend,Close Ended Schemes,Income,2009-10-05,2011-06-09
Tata Mutual Fund,Tata Fixed Maturity Plan Series 25 - Scheme A - Retail Investment Plan - Dividend,Close Ended Schemes,Income,2009-10-05,2011-06-09
Tata Mutual Fund,Tata Fixed Maturity Plan Series 25 - Scheme A - Retail Investment Plan - Growth,Close Ended Schemes,Income,2009-10-05,2011-06-09
Tata Mutual Fund,Tata Fixed Maturity Plan Series 25 - Scheme A - Super High Investment Plan - Dividend,Close Ended Schemes,Income,2009-10-05,2011-06-09
Tata Mutual Fund,Tata Fixed Maturity Plan Series 25 - Scheme A - Super High Investment Plan - Growth,Close Ended Schemes,Income,2009-10-05,2011-06-09
Tata Mutual Fund,Tata Fixed Maturity Plan Series 25 - Scheme B - High Investment Plan - Dividend,Close Ended Schemes,Income,2009-10-26,2011-06-09
Tata Mutual Fund,Tata Fixed Maturity Plan Series 25 - Scheme B - High Investment Plan - Growth,Close Ended Schemes,Income,2009-10-26,2011-06-09
Tata Mutual Fund,Tata Fixed Maturity Plan Series 25 - Scheme B - Retail Investment Plan - Dividend,Close Ended Schemes,Income,2009-10-26,2011-06-09
Tata Mutual Fund,Tata Fixed Maturity Plan Series 25 - Scheme B - Retail Investment Plan - Growth,Close Ended Schemes,Income,2009-10-26,2011-06-09
Tata Mutual Fund,Tata Fixed Maturity Plan Series 25 - Scheme B - Super High Investment Plan - Dividend,Close Ended Schemes,Income,2010-05-03,2011-06-09
Tata Mutual Fund,Tata Fixed Maturity Plan Series 25 - Scheme B - Super High Investment Plan - Growth,Close Ended Schemes,Income,2009-10-26,2011-06-09
Tata Mutual Fund,Tata Fixed Maturity Plan Series 25 Scheme A - High Investment Plan - Growth,Close Ended Schemes,Income,2009-10-05,2011-06-09
Tata Mutual Fund,Tata Fixed Maturity Plan Series 26 - Scheme A - Growth,Close Ended Schemes,Income,2010-03-26,2011-06-09
Tata Mutual Fund,Tata Fixed Maturity Plan Series 26 - Scheme A - Periodic Dividend,Close Ended Schemes,Income,2010-03-26,2011-06-09
